category,text
sport,Պատանի ծանրորդները մեդալների հարուստ հավաքածու են նվաճել Եվրոպայի առաջնությունում
sport,Փարիզի 17-րդ շրջանի քաղաքապետը հյուրընկալել է Արթուր Ալեքսանյանին և Մալխաս Ամոյանին
sport,Վաղը Հայաստանի օլիմպիականները կավարտեն մրցելույթները Փարիզումում
sport,Հռիփսիմե Խուրշուդյանի վերադարձը մեծ սպորտ կայացավ
sport,Հայաստանը մեկնարկում է շախմատի օնլայն օլիմպիադայում
sport,Ալբերտ Ազարյանը մեր ժամանակների լեգենդներից էր. Մանե Թանդիլյան
sport,"«Կարծում եմ, ինձ փորձության ենթարկելը ճիշտ չէ». Ալեն Սիմոնյանը՝ սքեյթ վարելու մասին"
sport,ԿԳՄՍ նախարարը կընդունի կիոկուշին կարատեի արցախյան միակ ակումբի ղեկավարին
sport,Իրանում մահապատժի են ենթարկել ըմբշամարտի չեմպիոնին
sport,Սենիկ Սերոբյանը՝ ըմբշամարտի աշխարհի խուլերի առաջնության եռակի չեմպիոն
sport,Արթուր Դավթյանը միացավ չեմպիոնության համար պայքարին
sport,Արայիկ Հարությունյանը նշանակվել է Ծանրամարտի միջազգային ֆեդերացիայի նախագահի խորհրդական
sport,Հովհաննես Հովսեփյան. «Եվրոպայի առաջնությունում առնվազն մեր յոթ բռնցքամարտիկների պարտությանը համաձայն չեմ եղել»
sport,Փարիզում կայացել է Պարալիմպիկ խաղերի բացման արարողությունը. Հայաստանի դրոշակակիրը եղել է Գրետա Վարդանյանը
sport,Շանթ Խաչատրյանը աշխարհի առաջնության բրոնզե մեդալակիր
sport,Բռնցքամարտիկները վարկանիշային մրցաշարը կշարունակեն ապրիլ ամսին
sport,Դավիթ Օվասապյանը կգոտեմարտի U23 աշխարհի չեմպիոնի մեդալի համար
sport,Համլետ Ադամյանն ու Հենրիկ Ճղրիկյանը նույնպես հաղթանակով մեկնարկեցին Եվրոպայի առաջնությունում
sport,«Բարսելոնան» պաշտոնապես հայտարարել է Մեսսիի հեռանալու մասին
sport,"Եթե առկա լիներ վիզաների տրամադրմանը միջամտելու որևէ պաշտոնական մեխանիզմ, համապատասխան կառույցները անպայման կօգտվեին դրանից՝ մեր հավաքականի շահերից ելնելով. Գեղասահքի ֆեդերացիա"
sport,Բռնցքամարտի աշխարհի պատանիների առաջնությունը կանցկացվի Երևանում
sport,"«Թեթև ատլետիկայի զարգացման համար կլինեն տարբեր նախաձեռնություններ, իսկ համայնքը կաջակցի խնդիրների լուծմանը»"
sport,Բռնցքամարտիկի՝ միայն ԿԳՄՍՆ կողմից հատկացված պետական վճարները 2022թ. հունվարից առ այսօր կազմել են 5 մլն 720 հազար դրամ. Պարզաբանում Էրիկ Իսրայելյանի հայտարարությունների վերաբերյալ
sport,"Վազգեն Բադալյան․ «Հավաքականը շուտ կազմավորելն ավելի ճիշտ է, քանի որ աշխատանքի գրաֆիկն ես ճիշտ կազմում եւ ժամանակն էլ ավելի արդյունավետ ես տնօրինում»"
sport,"Համահայկական ձմեռային երկրորդ խաղեր. հայտնի են լեռնադահուկի, սնոուբորդի և հոկեյի մրցումների հաղթողները"
sport,Կարեն Խաչանովը նոր մրցաշրջանը կսկսի Կոոյոնգում
sport,Ռոբերտ Հովհաննիսյանը՝ շախմատի Հայաստանի չեմպիոն
sport,Վահե Գևորգյանը՝ Հայաստանի տարվա լավագույն մարզիչ
sport,Ըմբիշները մտադիր են ավելացնել նվաճված օլիմպիական ուղեգրերի թիվը
sport,Միլենա Խաչատրյանը մինչեւ 20 տարեկանների Եվրոպայի չեմպիոնն է
sport,Ալեքսանդրա Գրիգորյանը բրոնզե մեդալ է նվաճել ծանրամարտի Գրան Պրիում
sport,«Ռազմավարության գլխավոր նպատակը՝ Հայաստանը դարձնել բարձր նվաճումների երկիր». Կարեն Գիլոյան
sport,Գրիգոր Մխիթարյանը երկրորդ տեղն է գրավել սամբոյի Աշխարհի գավաթում
sport,Հանրային առողջապահության ոլորտում բազմաթիվ պրոբլեմներ կապված են մեր կյանքի ոճից․ Նիկոլ Փաշինյանը ներկա է գտնվել «ՀՀ վարչապետի գավաթ» մրցաշարի եզրափակիչ փուլին
sport,Գիլոյանն ընդունել է Հանես Էդերերին՝ քննարկելու ՀՀ-ում տափօղակով հոկեյի աշխարհի առաջնության IV դիվիզիոնի անցկացման հնարավորությունները
sport,Գոռ Սահակյանը Եվրոպայի առաջնության արծաթե մեդալ նվաճեց
sport,Արայիկ Հարությունյանը շնորհակալություն է հայտնել Զեյնա Մինային Ֆրանկոֆոնիայի 10-րդ խաղերի անցկացումը Հայաստանին վստահելու համար
sport,"Ինչո՞ւ «Լոռի» ՖԱ-ն դուրս եկավ Պրեմիեր լիգայից. «Իմաստ չկա պայքարելու մի բանի համար, որին չեն թողնելու, որ հասնենք»"
sport,Հայաստանի ՖԻՄԱ–ի շախմատիստները դարձել են արագ շախմատի միջազգային մրցաշարի 3–րդ մրցանակակիրներ
sport,Բռնցքամարտիկները մեկնել են Իտալիա
sport,Հայկ Մարտիրոսյանը` կայծակնային շախմատի աշխարհի առաջնության բրոնզե մեդալակիր
sport,Հովհաննես Գաբուզյանը նվաճեց շախմատի Հայաստանի չեմպիոնի կոչումը
sport,«Մարզիկներից յուրաքանչյուրի համար կարեւոր է պետության ներկայացուցիչների կողմից նման վերաբերմունքը». Գագիկ Սարոյան
sport,Արսեն Հարությունյանը երրորդ անգամ նվաճեց Եվրոպայի չեմպիոնի կոչումը
sport,Կարեն Խաչանովը Մարսելում պարտվել է Գրիգոր Դիմիտրովին
sport,"Իմ հույսը նաև երիտասարդ սերունդն է, որ հայրենասիրության կրակը միշտ վառ է պահելու. Սերժ Սարգսյան"
sport,ՀՇՖ նախագահ Սերժ Սարգսյանը պարգեւատրեց Հայաստանի չեմպիոններին եւ մրցանակակիրներին
sport,Անթալիա․ Անի Ամիրաղյանը քառորդ եզրափակիչում է
sport,Հակոբ Սերոբյանը նշանակվել է Փարիզի օլիմպիական խաղերի մրցավար
sport,"ԿԳՄՍՆ-ն հրապարակել է 20 տիտղոսակիր մարզիկների ցուցակը, որոնք պատվովճարներ կստանան"
sport,"Գառնիկ Հայրապետյան․ «Հայրենիքն ուժեղ է, եթե ունի ուժեղ զինվոր եւ ուժեղ բանակ»"
sport,Սուրեն Կատվալյանը երկրորդ մենամարտում պարտվեց ամերիկացուն
sport,Շախմատի համաշխարհային օլիմպիադան մեկնարկում է սկանդալներով
sport,Վարդան Մինասյանը հրաժարվել է ներկայանալ Հայաստանի գավաթը նվաճած «Արարատ-Արմենիայի» պարգևատրման արարողությանը
sport,"Խոակին Կապառոս. «Մենք վատ չսկսեցինք, մրցակիցը նույնպես լավ պահեր ունեցավ»"
sport,Հայաստանի ազգային հավաքականը պահպանել է իր դիրքը ՖԻՖԱ-ի դասակարգման աղյուսակում
sport,"2-ական ոսկի եւ արծաթ, եւ 1 բրոնզ՝ Բելգրադից"
sport,8 մարզաձևերից առաջին տեղը զբաղեցրել է Երևանը. ավարտվել է 7-12-րդ դասարանների աշակերտների սպարտակիադան
sport,Երիտասարդ չեմպիոնները որոշում են Հայաստանի չեմպիոններին
sport,"Կստեղծվի պետական ընկերություն, որտեղ ադապտիվ սպորտի կենտրոն կգործի. նախագիծը ներկայացվել է հանրային քննարկման"
sport,Էդգար Սեւիկյանը Հայաստանի հավաքականի անդամ է
sport,Մարիա Գեւորգյանն ընդհուպ մոտեցել է առաջատարներին
sport,Ազատ ոճային ըմբիշներն արդեն Բուդապեշտում են
sport,Աննա Ամրոյանը՝ Ծանրամարտի Եվրոպայի պատանեկան առաջնության հաղթող
sport,Լեւոն Արոնյան. «Ագրեսոր հարեւանի սանձազերծած այս պատերազմի ժամանակ առաջիկա մրցամարտին նախապատրաստվել չի ստացվում»
sport,"8 ոսկե, 5 արծաթե և 1 բրոնզե մեդալ, աշխարհի 4 և Եվրոպայի 7 նոր ռեկորդ․ հայ մարզիկների ձեռքբերումները Պարա ծանրամարտի երիտասարդների և պատանիների Աշխարհի առաջնությանը"
sport,«Բարսելոնան» Ռոնալդ Կումանի՞ն է նոր մարզիչ ընտրել
sport,Հենրիխ Մխիթարյանին ե՞րբ կարող ենք տեսնել խաղադաշտում
sport,Դավիթ Խիթարյան. «Հայաստանում սպորտը հիմնականում պետական մոնոպոլիա է»
sport,Հենրիխ Մխիթարյանը դուստր է ունեցել
sport,Հայտնի է նաեւ 73 կգ քաշային կարգի Հայաստանի չեմպիոնը
sport,Հայկ Մարտիրոսյանն ու Գաբրիել Սարգսյանը անցան աշխարհի գավաթի խաղարկության երկրորդ փուլ
sport,"Վարազդատ Հարոյան. «Մակեդոնիայի միակ առավելությունն այն է, որ վաղը մենք խաղում ենք նրա դաշտում»"
sport,Մենք հաստատում ենք մեր լիակատար աջակցությունը ՀՖՖ գործող ղեկավարությանը․ ֆուտբոլային մի շարք ակումբների հայտարարությունը
sport,Էլինա Ավանեսյանն ու Կարեն Խաչանովը մեկնարկում են թենիսի Ավստրալիայի բաց առաջնությունում
sport,"Գյումրին ունենալու է մարզական ժամանակակից համալիր, որտեղ նաև միջազգային մրցաշարեր կանցկացվեն. Գիլոյանն այցելել է Արթուր Ալեքսանյանի անվան նոր կառուցվող մարզադպրոց"
sport,Մամիկոն Ղարիբյանը միանձնյա առաջատարն է
sport,Աշխարհի առաջին ռակետ Նովակ Ջոկովիչը վարակվել է կորոնավիրուսով
sport,Արթուր Ալեքսանյանը՝ 2024 թվականի Եվրոպայի հունահռոմեական ոճի լավագույն ըմբիշ
sport,Հայաստանի երիտասարդ բռնցքամարտիկները մեկնարկում են աշխարհի առաջնությունում
sport,Նախկին մոդելը ցանկանում է ֆուտբոլային ակումբ գնել
sport,Զավեն Մեժլումյանն ու Վահե Հովեյանը գոտեմարտելու են ոսկե մեդալի համար
sport,Թուրքմեն մարզիկը Ռուդոլֆ Գարբոյանին գոնե մոտենալու համար հարկադրված էր կանոնները խախտել
sport,Թուրքիայի առաջին պրոֆեսիոնալ բռնցքամարտիկ Կարպիս Զաքարյանի մասին ֆիլմ կցուցադրվի Ստամբուլում
sport,Նիկոլ Փաշինյանը հանդիպել է դպրոցականների թիմային խճուղավազքի մրցաշարի մասնակիցներին
sport,Վրաստան – Հայաստան պատասխան հանդիպմանը մեր ընտրանին պարտվեց 6:1 հաշվով (ֆոտոշարք)
sport,Հայտնի են ՀՀ մարզերի և Երևան քաղաքի մարզական վարկանիշավորման 2025 թ. արդյունքները
sport,Հայկական ակումբների ֆան-շարժումները միանում են Արմեն Մելիքբեկյանի հրաժարականի՝ FAF-ի պահանջին
sport,Հերոսաբար զոհվել է «Լոկոմոտիվ» ՖԱ-ի ֆուտբոլիստ Դավիթ Բաբայանը
sport,Ալբերտ Ազարյանի մասին պատմող «Ես բացեցի թևերս» ֆիլմն արդեն էկրանին է
sport,"«Թյուր տպավորություն կա, թե ինստիտուտը պատրաստում է լավագույն մարզիկներ». Դավիթ Խիթարյան"
sport,"Ով է ռուսական հայտնի Virtus.pro կիբերսպորտային ակումբի հայ գնորդը, և որքան է արժեցել գործարքը. «Հետք»"
sport,"Եթե այսօր ՊՍԺ-ն նվաճի ՉԼ գավաթը, «Ինտերը» կստանա 2 մլն եվրո"
sport,Հարություն Մերդինյանը նվաճեց աշխարհի առաջնության բրոնզե մեդալը
sport,Ռոբերտ Հովհաննիսյանը Եվրոպայի առաջնությունում զբաղեցնում է 2-րդ տեղը
sport,Էլիդա Քոչարյանը՝ Եվրոպայի եռակի չեմպիոն
sport,Վազորդ Երվանդ Մկրտչյանը ոսկե մեդալ է նվաճել Բալկանյան երկրների ձմեռային առաջնությունում
sport,"«Նա այնպես կրակեց, կարծես թիրախը հայ է». Յուսուֆ Դիքեչը որպես թուրք ազգայնականների հպարտություն"
sport,«Եվրոպայի այս առաջնությունում ինձ ամենից շատ գոհացնում եւ ուրախացնում է մեր ընդհանուր թիմը». Հովհաննես Հովսեփյան
sport,Ովքե՞ր Հայաստանը կներկայացնեն ըմբշամարտի աշխարհի առաջնությունում
sport,"Աշիկ Գրիգորյան. «Վստահ եմ, հավաքականի լավ ընտրություն ենք կատարելու»"
sport,«Առավոտի» թիմը հաղթեց լրատվամիջոցների բոուլինգի թիմային մրցաշարում
sport,Խաչանովի հաջորդ մրցակիցը ներկայացնում է Ավստրալիան
sport,ՀԲՖ նախագահ Հովհաննես Հովսեփյանը հայտարարություն է արել օլիմպիական վարկանիշային մրցաշարում հայ բռնցքամարտիկների մենամարտերի անարդար մրցավարության առիթով
sport,Լեռնադահուկորդ Գլեբ Մոսեսովը բրոնզե մեդալ է նվաճել Իտալիայի միջազգային վարկանիշային մրցաշարում
sport,Վաղը մրցագորգը կտրամադրվի հունահռոմեական ըմբիշներին
sport,Հայաստանի հավաքականը հրաժարվել է շարունակել Հնդկաստանի հետ խաղը (տեսանյութ)
sport,Արման Անդրեասյանը երկրորդ ոսկե մեդալը բերեց Հայաստանին
sport,Երկու մասնակից եւ երկու 1-ին տեղ` Անթալիայում
sport,Ֆիզիկական կուլտուրայի և սպորտի ինստիտուտի ռեկտորի ժամանակավոր պաշտոնակատար է նշանակվել Տիգրան Սիմոնյանը
sport,Անդրանիկ Կարապետյանը զրո ստացավ աշխարհի առաջնությունում
sport,"Գագիկ Սարգսյան. «Ցանկացած մարզիկ նախ եւ առաջ ՀՀ քաղաքացի է եւ ունի անձնական համոզմունքներ, տարբեր հարցերի շուրջ սեփական դիրքորոշում ունենալու սահմանադրական իրավունք»"
sport,32 երկրների ազգային հավաքականների գլխավոր մարզիչները պետք է մինչեւ նոյեմբերի 13-ը հրապարակեն թիմերի վերջնական կազմերը
sport,Կարեն Խաչանովը Անտվերպենի մրցաշարի քառորդ եզրափակչում է
sport,"Կարեն Աղամալյան․ «Այն բռնցքամարտիկները, որոնք պետք է պատրաստ լինեն պայքարել աշխարհի առաջնությունում, օլիմպիական վարկանիշային մրցաշարերում, պետք է մասնակցեն եզրափակչին»"
sport,Հայաստանի ազգային հավաքականը պահպանել է դիրքերը ՖԻՖԱ-ի վարկանիշային աղյուսակը
sport,Լեւոն Արոնյանը Հնդկաստանի Tata Steel Chess-ի արագ շախմատում գրավեց 2-րդ տեղը
sport,"Ռոբերտ Էմմիյանն իր անվան միջազգային մրցաշարի գավաթը հանձնել է Դավիթ Առուշանյանին՝ ակնկալիքով, որ հաջորդ տարի մրցաշարն անցկացվելու է Գյումրիում"
sport,"«Հաղթանակս նվիրում եմ Չարենցավանին ու իմ ազգին, մեր հերոսներին». Ձեռնամարտի Հայաստանի պատմության մեջ ունեցանք Եվրոպայի առաջնության առաջին չեմպիոնը"
sport,"Վիկ Դարչինյան. «Ռինգը կարոտում եմ, բայց չեմ մտնում»"
sport,Առայժմ մեկ արծաթե եւ երկու բրոնզե մեդալ՝ Եվրոպայի առաջնությունում
sport,Տոկիոյի օլիմպիական խաղերի ընթացքում կարգելեն ֆիզիկական ցանկացած շփում
sport,Հայաստանի ազգային հավաքականը հաղթեց Իռլանդիայի ընտրանուն. Ffa.am
sport,"Կանեմ առավելագույնը՝ Հայաստանին վերադարձնելու այն ամենը, ինչ այդ երկիրն է տվել ինձ. Մարկոս Պիզելլին՝ Հարավային Ամերիկայում ՀՖՖ դեսպան"
sport,Ավագ տարիքի պատանի բռնցքամարտիկները պատրաստվում են Եվրոպայի առաջնությանը
sport,Կարեն Գիլոյանը նշանակվել է Համաշխարհային հակադոպինգային գործակալության (WADA) հիմնադիր խորհրդի անդամ
sport,Վլադիմիր Հակոբյանը ԱՄՆ-ում գլխավորում է մրցաշարային աղյուսակը
sport,Կրիշտիանու Ռոնալդուն ամուսնության առաջարկ է արել Ջորջինա Ռոդրիգեսին
sport,Ըմբիշ Սեյրան Կիրակոսյանը հաղթել է ադրբեջանցի Աբդուլլա Հասանովին
sport,Հավաքականի մարզիչները գնահատեցին ըմբիշների մասնակցությունը Աշխարհի գավաթի խաղարկությանը
sport,"Մարմնամարզության աշխարհի գավաթ. Արթուր Դավթյանը՝ ոսկե, Վահագն Դավթյանը՝ բրոնզե մեդալակիր"
sport,Թուրք աջ ծայրահեղականների խորհրդանիշները տեղ չունեն մեր մարզադաշտերում։ Եվրոպայի առաջնությունը որպես ռասիզմի հարթակ օգտագործելն անընդունելի է. Գերմանիայի ներքին գործերի նախարար
sport,Շախմատի Եվրոպայի կանանց անհատական առաջնությունում Հայաստանի ներկայացուցիչները հաջող են մեկնարկել
sport,Վերսկսվել է մարզադպրոցների ուսումնամարզական գործընթացը
sport,Օլիմպիական և օլիմպիական ընտանիքի մարզաձևերի ազգային հավաքականների անդամներն անվճար բուժօգնություն կստանան
sport,Մալխաս Ամոյան. «Աշխարհի չեմպիոն դառնալ ինձ հաջողվեց թիմային աշխատանքի շնորհիվ»
sport,Արթուր Դավթյանն արծաթե մեդալ է նվաճել աշխարհի գավաթի խաղարկության վերջին փուլում
sport,Վազգեն Թեւանյանը եւ Արման Ավագյանը սփոփիչ գոտեմարտերի հույս դեռ ունեն
sport,Լեւոն Արոնյանը չհաղթահարեց հեռավար մրցաշարի քառորդ եզրափակիչը
sport,"Իսրայել Հակոբկոխյանին ընկերները չեն կարողացել համոզել, որ հացադուլի չդիմի"
sport,Ովքե՞ր կներկայացնեն Հայաստանը Ձմեռային 25-րդ օլիմպիական խաղերին
sport,"Փաշիկ Ալավերդյան. «Ովքեր պետք է մեր հետ աշխատեն, սպորտի ոլորտից գիտելիք չունեն, իսկ ով ունի, ձայնը լսելի չէ։ Ես նրա փոխարեն այնտեղ 15 րոպե չէի աշխատի»"
sport,Կիպրոսում գերադասել են խորհրդարանի նիստի փոխարեն հեռարձակել աշխարհի առաջնության հանդիպումները
sport,Սամբոյի Եվրոպայի առաջնությունում արծաթե մեդալի արժանացած Վարսիկ Գրիգորյանը Գառնի համայնքից է
sport,Արթուր Դավթյանը Տոկիոյում դրեց Հայաստանի օլիմպիականների հաջող մեկնարկի սկիզբը
sport,Արթուր Դավթյանը՝ Եվրոպայի եռակի չեմպիոն
sport,Սարգիս Ստեփանյանը դարձավ Պարաբազկամարտի Եվրոպայի 6-ակի չեմպիոն
sport,«Կփորձենք վերականգնել արդարությունը». Հայաստանի ըմբշամարտի ֆեդերացիան բողոքարկել է Արթուր Ալեքսանյանի եզրափակիչը
sport,Մարատ Աճեմյանն ու Լյովա Շուխյանը աշխարհի առաջնության կիսաեզրափակչում են
sport,Հայաստանի հավաքականը սկսել է նախապատրաստվել Հյուսիսային Մակեդոնիայի հետ հանդիպմանը
sport,Հայաստանը հաղթանակով է մեկնարկել փոքր երկրների Եվրոպայի առաջնությունում
sport,Ծաղկաձորի գլխավոր մարզահամալիրը հավակնում է վերականգնել երբեմնի սպորտային մեծ համբավը
sport,Գառնիկ Չոլակյանն աշխարհի առաջնությունում շրջանցել է ուժեղների խմբի երեք ծանրորդի
sport,"Ամո՛թ է, որ 49, 50 տարեկան տղամարդը հեծանիվ չքշի. Փաշինյան"
sport,Արսեն Ջուլֆալակյան. Պաշտոնապես հայտարարում եմ մարզիկի պրոֆեսիոնալ կարիերայիս ավարտի մասին
sport,«Աշխարհի այս տարվա ամենաուժեղ մարդը գյումրեցի է»․ կենացներ՝ Գյումրու քաղաքապետարանում
sport,Գոռ Սահակյանը` Եվրոպայի երիտասարդների չեմպիոն
sport,"«Հենոն ավելին է հայկական ֆուտբոլի համար, քան, ուղղակի, ֆուտբոլիստ: Հենոն առաջատար է և միշտ կմնա այդպիսին». Խոակին Կապառոս"
sport,Էմմանուել Մակրոնը ճիշտ էր գուշակել Ֆրանսիա-Լեհաստան հանդիպման հաշիվը
sport,Չալոյանն ու Հակոբյանը եզրափակչում են
sport,Եվրոպայի առաջնությունում Հայկ Մարտիրոսյանն առաջատարների տասնյակում է
sport,Գյումրու թիվ 30 հիմնական դպրոցի թիմը՝ 1-3-րդ դասարանների միջև «Սպորտլանդիա» միջոցառման հաղթող
sport,Կառավարությունը 5 միլիարդ դրամ հատկացրեց ֆուտբոլի 4 դպրոց կառուցելու համար
sport,Թինա Կարապետյան-Սիմոն Պրու Սենեկալ գեղասահքի պարային զույգը կարճ ծրագրից հետո 3-րդ տեղում է
sport,Դմիտրի Գաֆին. «Արսեն Զախարյանով հետաքրքրված են եվրոպական շատ գրանդ ակումբներ»
sport,Հայկական ֆուտբոլը 2022-ին
sport,Այսօր՝ Կլասիկո
sport,Լեւոն Աղասյան. «Վարժությանս ժամանակ որոշ տեխնիկական խնդիրներ առաջացան եւ չստացվեց գրանցել իմ ուզած արդյունքը»
sport,«Մարտը տևեց 20 վայրկյան». MMA մրցաշարում Կամո Ունանյանը հաղթեց ռուս մրցակցին
sport,"Ադրբեջանն արգելում է Եվրո 2020-ի այն մեկնաբանների մուտքն իր տարածք, ովքեր ինչ-որ ժամանակ եղել են Արցախում"
sport,Բուխարեստում Մանվել Խաչատրյանը հաղթել է Եվրոպայի գործող չեմպիոն թուրք մրցակցին և դուրս եկել կիսաեզրափակիչ
sport,Հայաստանի չորս գրոսմայստերներ ԵԱ առաջատարների շարքում են
sport,Գաբրիել Սարգսյանը երկրորդ անընդմեջ հաղթանակն է տարել Եվրոպայի առաջնությունում
sport,Հրաձգության մեջ՝ հանրապետությունում առաջին տեղ. Սյունիքի դպրոցականների թիմերը մրցանակներով են վերադարձել սպարտակիադայից
sport,Հայաստանի հավաքականի մարզիկները դուրս են եկել Ըմբշամարտի զինվորականների աշխարհի 37-րդ առաջնության եզրափակիչ
sport,"Մարզական փառատոն Գյումրիում՝ հաշմանդամություն ունեցող զինվորների հուզիչ պարով (Տեսանյութ, ֆոտոշարք)"
sport,Հայկ Մարտիրոսյանը դուրս մնաց ՖԻԴԵ-ի աշխարհի գավաթի խաղարկությունից
sport,Թենիսիստուհի Էլինա Ավանեսյանը ոչ հեռու ապագայում հանդես կգա Հայաստանի դրոշի ներքո
sport,Կարլսենը մեծացնում է առավելությունը
sport,Կարապետ Չալյանը Տոկիոյում մեկնարկել է հաղթանակով
sport,Անդրանիկ Կարապետյանը 7-րդն է օլիմպիական խաղերում
sport,Հենրիխ Մխիթարյանը 2020 թ. վերջին ամսվա լավագույն ֆուտբոլիստն է
sport,Հայաստանի U 23 հավաքականը թիմային հաշվարկով երրորդ տեղն է զբաղեցրել աշխարհի առաջնությունում
sport,Ժաննա Անդրեասյանն այսօր հետևել է ֆուտբոլի Հայաստանի ազգային հավաքականի մարզմանը
sport,Ադրբեջանն ու Թուրքիան չեն մասնակցի Երևանում կայանալիք սամբոյի աշխարհի առաջնությանը
sport,Ֆուտբոլի Հայաստանի ազգային հավաքականն արդեն Լեհաստանում է
sport,Լեւոն Արոնյանն ու Սամուել Սեւյանը հիմա խաղում են միմյանց դեմ
sport,Կյանքից հեռացել է վաստակավոր մարզիչ Աշոտ Գուրգենի Սարիբեկյանը
sport,Աշիկ Անդրեյանը՝ ձյուդոյի երիտասարդների Եվրոպայի առաջնության բրոնզե մեդալակիր
sport,Արթուր Դավթյանը՝ Եվրոպայի չեմպիոն
sport,39 տարեկանում կյանքից հեռացել է ամերիկահայ բռնցքամարտիկ Վանես Մարտիրոսյանը
sport,Հարգանքի տուրք մատուցելով պատերազմում զոհվածների հիշատակին՝ արտիստիկ լողի Հայաստանի առաջնությունն անցկացվել է առանց երաժշտության
sport,Արամ Հակոբյանը միջազգային մրցաշարում պահպանում է դիրքը 16-րդ տեղում
sport,«Միջազգային միջոցառումների անցկացման գործում Հայաստանի կուտակած փորձը կարող է լավագույնս օգտագործվել Ֆրանկոֆոնիայի խաղերի կազմակերպման հարցում»
sport,"Հայկ Մարտիրոսյանն, այնուամենայնիվ, դուրս մնաց"
sport,Կարեն Խաչանովը «Australian Open»-ում կմեկնարկի Ալեքսանդր Վուկիչի հետ խաղով
sport,Մարիա Գեւորգյանը Եվրոպայի առաջնությունում բաժանում է 3-4-րդ հորիզոնականները
sport,Գիտակներն ամփոփեցին ֆուտբոլային տարին
sport,Լիանա Գյուրջյանը Եվրոպայի առաջնությունում բավարարվեց 4-րդ տեղով
sport,Մ15 ԵԱ. 41 կգ քաշային Յուրի Մխիթարյանը՝ արծաթե մեդալակիր
sport,"«Իմ քայլից» Արման Անտոնյանն օգտագործում է պետական լծակները, խաթարում է մեր ֆինանսավորումը»․ հեծանվային հրապարակի անձնակազմը բողոքի ցույց է անում"
sport,Օլիմպիական ոսկու սպասումով․ Գյումրու Վարդանանց հրապարակում ասեղ գցելու տեղ չկա
sport,Բասկետբոլի Եվրոպայի Մ20 տարեկանների Բ դիվիզիոնի առաջնությունը 2025 թվականին կանցկացվի Երևանում
sport,"Լեւոն Արոնյան. «Վաղը գիշեր մեկնում եմ Հայաստանից, բայց ոչ իմ ցանկությամբ»"
sport,Նաիր Մելիքյան. «Աստված ինձ շնորհ է տվել եւ ես օգտագործում եմ այդ շնորհը»
sport,Վազող թիրախ մրցաձևի Եվրոպայի առաջնությունում հայ հրաձիգների՝ մրցումային վերջին օրվա արդյունքները
sport,«Շիրակ» ֆուտբոլային ակումբը հայտ չի ներկայացրել մասնակցելու Հայաստանի Բարձրագույն խմբի 2021-22թթ․ առաջնությանը
sport,Կարեն Խաչանովը Մադրիդի «Masters»-ում մտել է քառորդ եզրափակիչ
sport,Վարչապետի գավաթը մարդկային կյանքը և մարդկային կամքը փառաբանելու մասին է․ Նիկոլ Փաշինյան
sport,Վարազդատ Լալայանն ու Գարիկ Կարապետյանը չեմպիոնական ոսկով եզրափակեցին Հայաստանի առաջնությունը
sport,«Միտք առաջացավ՝ իսկ ինչո՞ւ Հայաստանը չունի գրեփլինգի ֆեդերացիա». Սարգիս Բազինյան
sport,Ալբերտ Ազարյանի հուշարձանը նրա անվան մարզադպրոցի տարածքում
sport,Նորվեգիա-Հայաստան՝ 9:0
sport,Կարեն Խաչանովը դիմել է իր երկրպագուներին
sport,Վանաձորում Վիկ Դարչինյանի անվան բռնցքամարտի մարզահամալիր կկառուցվի
sport,"Օլիմպիական գաղափարախոսությունը և օլիմպիական շարժումն իր էությամբ ենթադրում են խաղաղություն, արդար մրցակցություն, ազնիվ պայքար և ազնիվ հարաբերություններ. Գագիկ Ծառուկյան"
sport,Նիկոլ Փաշինյանը կարևորել է Նազիկ Ավդալյանի հետ համագործակցությունը
sport,Հայաստանի չեմպիոնը հաղթանակով է մեկնարկել Բուլղարիայում
sport,Հայաստանի բռնցքամարտիկները հինգ բրոնզ նվաճեցին աշխարհի առաջնությունում
sport,Հայկ Մարտիրոսյանը և Էլինա Դանիելյանը հաղթանակ տարան կայծակնային շախմատի աշխարհի նորընծա չեմպիոնների նկատմամբ
sport,Հենրիխ Մխիթարյանը մասնակցեց «Սամպդորիայի դեմ «Ռոմայի» ամբողջ հանդիպմանը
sport,Քննարկվել են «Նազիկ Ավդալյան» սպորտի զարգացման հիմնադրամի ծրագրերը՝ ուղղված մարզերում մարզադպրոցների հիմնմանը և պրոֆեսիոնալ սպորտի զարգացմանը
sport,«Ոսկե դուբլը» հասավ Երեւան. Կայացավ լեգենդար մարզիչ Նիկիտա Սիմոնյանի մասին ֆիլմի պրեմիերան
sport,"Երկու անգամ նոկդաունի ենթարկվելուց հետո հայ բռնցքամարտիկն իր մեջ ոչ միայն մարտը շարունակելու ուժ գտավ, այլ հաղթեց նոկաուտով"
sport,Թուրք ծանրորդը չսեղմեց հայ չեմպիոնի ձեռքը
sport,"1 ոսկե, 2 արծաթե, 1 բրոնզե մեդալ եւ թիմային երկրորդ տեղ՝ աշխարհի առաջնությունում"
sport,"Մ20 ԵԱ. Հայկո Գասպարյանը, Անդրանիկ Ավետիսյանը Արեն Իսրայելյանը երկուական հաղթանակ են տարել և դուրս եկել կիսաեզրափակիչ"
